,Open,High,Low,Close,Volume
2009-11-10,4.77,4.77,4.76,4.77,1829516
2009-11-11,5,5,5,5,911534
2009-11-12,5.25,5.25,5.25,5.25,178622
2009-11-13,5.51,5.51,5.51,5.51,270130
2009-11-16,5.78,5.78,5.78,5.78,2203544
2009-11-17,6.06,6.06,6.06,6.06,4664377
2009-11-18,6.36,6.36,6.36,6.36,1911806
2009-11-19,6.67,6.67,6.06,6.67,35380985
2009-11-20,6.7,7,6.67,7,13916398
2009-11-23,6.5,6.5,6.5,6.5,2461383
2009-11-24,6.82,6.82,6.82,6.82,1999408
2009-11-25,7.16,7.16,6.9,7.16,10706685
2009-11-30,7.24,7.3,7,7,6981747
2009-12-01,6.67,7,6.65,7,8160179
2009-12-02,7,7.03,6.95,7,6091062
2009-12-03,7.15,7.35,7.15,7.35,1840393
2009-12-04,7.35,7.51,7.35,7.51,512400
2009-12-07,7.4,7.4,7.4,7.4,3123511
2009-12-08,7.28,7.77,7.28,7.77,3020402
2009-12-09,8.15,8.15,8.15,8.15,1088029
2009-12-10,8.55,8.55,8.55,8.55,5512889
2009-12-11,8.97,8.97,8.97,8.97,6792950
2009-12-14,9,9,8.86,8.91,5143673
2009-12-15,8.48,8.5,8.47,8.47,6375857
2009-12-16,8.05,8.1,8.05,8.07,1850160
2009-12-17,7.9,8.35,7.76,8.1,2715022
2009-12-18,8.3,8.4,8.3,8.4,1440996
2009-12-21,8.82,8.82,8.64,8.7,1587580
2009-12-22,8.53,8.88,8.5,8.71,2690715
2009-12-23,8.74,8.74,8.71,8.71,887633
2009-12-28,8.81,8.99,8.75,8.99,1191568
2009-12-29,9.05,9.43,9,9.43,3199218
2009-12-30,9.3,9.9,9.22,9.5,3507767
2009-12-31,9.5,9.97,9.5,9.93,4584079
2010-01-04,9.8,10.42,9.8,10.42,1002005
2010-01-05,10.94,10.94,10.94,10.94,5197165
2010-01-06,11.48,11.48,11,11.48,10855976
2010-01-07,11.5,12.05,11.48,11.97,6516134
2010-01-08,12,12.56,12,12.56,17638587
2010-01-11,13.15,13.18,13.01,13.18,4691646
2010-01-12,13.83,13.83,13.83,13.83,2227077
2010-01-13,14,14.02,13.2,13.2,8738502
2010-01-14,12.54,12.54,12.54,12.54,2063134
2010-01-15,11.92,13.16,11.92,13.11,6821850
2010-01-18,13.17,13.17,12.7,13,3987649
2010-01-19,12.95,12.97,12.81,12.85,2636090
2010-01-20,12.88,12.88,12.6,12.6,3438638
2010-01-21,12.5,12.5,12.5,12.5,1483580
2010-01-22,12.06,12.11,11.93,11.98,5740266
2010-01-25,12,12.57,12,12.57,1434535
2010-01-26,13.19,13.19,13,13.19,6149518
2010-01-27,13.19,13.5,13.03,13.3,3349376
2010-01-28,13.47,13.47,13,13.4,3341520
2010-01-29,13.02,13.25,12.73,13.1,5048930
2010-02-01,13,13.01,13,13,1131801
2010-02-02,13.1,13.15,13,13.08,5872159
2010-02-03,13,13.15,13,13.1,5116263
2010-02-04,13.1,13.1,13.02,13.02,2591375
2010-02-05,12.72,12.72,12.37,12.37,4971758
2010-02-08,12.1,12.98,12.03,12.98,4741723
2010-02-09,12.95,12.97,12.5,12.74,3853170
2010-02-10,12.6,13,12.6,12.83,7372076
2010-02-11,12.4,12.4,12.4,12.4,3555485
2010-02-12,12.7,12.99,12.6,12.99,2110555
2010-02-15,12.53,12.7,12.51,12.7,1519299
2010-02-16,12.72,12.72,12.6,12.7,5820812
2010-02-17,12.7,12.91,12.7,12.8,2004370
2010-02-18,12.63,12.75,12.5,12.75,1906310
2010-02-19,12.75,12.77,12.65,12.7,1432281
2010-02-22,12.7,12.8,12.6,12.6,2104717
2010-02-23,12.55,12.7,12.55,12.67,1681751
2010-02-24,12.6,12.75,12.6,12.7,2442047
2010-02-25,12.58,12.7,12.55,12.7,2438733
2010-03-01,12.55,12.7,12.53,12.53,2714042
2010-03-02,12.6,13.15,12.6,12.92,5299902
2010-03-03,12.75,12.75,12.67,12.7,1819935
2010-03-04,12.7,12.8,12.7,12.75,4114804
2010-03-05,12.75,12.95,12.75,12.9,2455135
2010-03-08,12.8,12.84,12.8,12.84,1219945
2010-03-09,12.86,12.91,12.84,12.9,2651369
2010-03-10,12.95,13.5,12.95,13.26,4653840
2010-03-11,13.26,13.92,13.26,13.92,6294183
2010-03-12,14.6,14.61,14.5,14.61,5486978
2010-03-15,15.34,15.34,15,15.34,7878268
2010-03-16,16,16.1,16,16.1,5690848
2010-03-17,16.4,16.9,16.4,16.9,5861689
